75,FF0A,2006,2D06,3B06,8206
0C,159E,062E,063B,0681,0676
0C,159F,062D,063A,0681,0674
0C,15A0,062C,0638,067F,0673
0C,15A1,062C,0639,0680,0674
0C,15A2,062D,063C,0682,0675
0C,15A3,062D,063B,0681,0675
0C,15A4,062D,0639,0681,0674
0C,15A5,062B,0638,0680,0673
0C,15A6,062C,0639,0680,0674
0C,15A7,062E,063B,0681,0676
0C,15A8,062D,063B,0681,0675
0C,15A9,062C,063A,0681,0674
0C,15AA,062B,0637,067F,0673
0C,15AB,062C,0639,0680,0674
0C,15AC,062E,063B,0681,0675
0C,15AD,062D,063B,0681,0676
0C,15AE,062C,0639,0681,0674
0C,15AF,062B,0638,0680,0673
0C,15B0,062B,0639,0680,0674
0C,15B1,062E,063B,0682,0676
0C,15B2,062E,063B,0681,0675
0C,15B3,062C,063A,0680,0674
0C,15B4,062B,0638,067F,0672
0C,15B5,062C,0639,0680,0674
0C,15B6,062E,063B,0682,0675
0C,15B7,062D,063B,0682,0675
0C,15B8,062C,063A,0681,0674
0C,15B9,062B,0638,067F,0672
0C,15BA,062C,063A,0680,0674
0C,15BB,062D,063B,0681,0675
0C,15BC,062E,063A,0681,0675
0C,15BD,062C,063A,0681,0674
0C,15BE,062B,0638,0680,0673
0C,15BF,062C,0639,0680,0674
0C,15C0,062E,063B,0681,0676
0C,15C1,062D,063B,0681,0675
0C,15C2,062C,0639,0680,0675
0C,15C3,062B,0637,067F,0673
0C,15C4,062C,0639,0680,0674
0C,15C5,062E,063A,0681,0676
0C,15C6,062D,063A,0681,0675
0C,15C7,062C,0639,0681,0674
0C,15C8,062C,0638,067F,0673
0C,15C9,062C,0639,0680,0674
0C,15CA,062E,063B,0681,0676
0C,15CB,062E,063B,0680,0675
0C,15CC,062C,063A,0681,0674
0C,15CD,062B,0638,0680,0673
0C,15CE,062D,0639,0680,0674
0C,15CF,062E,063B,0681,0676
0C,15D0,062D,063B,0681,0675
0C,15D1,062C,0639,0680,0674
0C,15D2,062A,0637,0680,0673
0C,15D3,062B,0639,0681,0674
0C,15D4,062D,063A,0682,0675
0C,15D5,062D,063A,0681,0675
0C,15D6,062D,0639,0680,0674
0C,15D7,062B,0638,067F,0673
0C,15D8,062C,0639,0680,0674
0C,15D9,062C,063B,0682,0676
0C,15DA,062D,063B,0682,0674
0C,15DB,062C,0639,0681,0674
0C,15DC,062B,0638,067F,0673
0C,15DD,062D,063A,067F,0674
0C,15DE,062E,063B,0681,0676
0C,15DF,062D,063B,0681,0675
0C,15E0,062D,063A,0680,0673
0C,15E1,062B,0637,067F,0673
0C,15E2,062B,0639,0680,0674
0C,15E3,062E,063B,0681,0675
0C,15E4,062D,063A,0681,0675
0C,15E5,062C,0639,0680,0673
0C,15E6,062B,0637,067F,0673
0C,15E7,062C,0639,0680,0674
0C,15E8,062D,063B,0681,0675
0C,15E9,062D,063B,0681,0675
0C,15EA,062C,0639,0681,0674
0C,15EB,062B,0637,0680,0673
0C,15EC,062C,0639,0681,0674
0C,15ED,062E,063C,0681,0676
0C,15EE,062E,063B,0681,0675
0C,15EF,062C,0639,0681,0674
0C,15F0,062B,0638,067F,0673
0C,15F1,062C,063A,0680,0674
0C,15F2,062E,063B,0682,0676
0C,15F3,062E,063A,0680,0675
0C,15F4,062C,0639,0680,0674
0C,15F5,062B,0638,0680,0673
0C,15F6,062C,0639,0681,0674
0C,15F7,062D,063B,0682,0675
0C,15F8,062D,063B,0681,0675
0C,15F9,062D,0639,0681,0674
0C,15FA,062B,0637,067F,0673
0C,15FB,062C,063A,0680,0674
0C,15FC,062E,063B,0681,0675
0C,15FD,062C,063A,0681,0676
0C,15FE,062C,0639,0681,0674
0C,15FF,062B,0637,0680,0673
0C,1600,062C,0639,0680,0675
0C,1601,062E,063B,0681,0676
0C,1602,062D,063B,0681,0675
0C,1603,062C,0638,0681,0674
0C,1604,062A,0637,0680,0673
0C,1605,062C,0639,0680,0674
0C,1606,062E,063B,0681,0676
0C,1607,062D,063A,0681,0675
0C,1608,062C,0639,0681,0674
0C,1609,062C,0638,067F,0673
0C,160A,062C,0639,0681,0675
0C,160B,062E,063B,0681,0676
0C,160C,062E,063A,0680,0674
0C,160D,062C,063A,0680,0674
0C,160E,062B,0638,067F,0672
0C,160F,062C,063A,0680,0674
0C,1610,062E,063B,0681,0676
0C,1611,062D,063B,0681,0675
0C,1612,062C,0639,0680,0674
0C,1613,062B,0637,067F,0673
0C,1614,062C,063A,0681,0674
0C,1615,062D,063B,0681,0676
0C,1616,062D,0639,0680,0675
0C,1617,062D,0639,0680,0674
0C,1618,062B,0638,067F,0673
0C,1619,062C,063A,0681,0675
0C,161A,062D,063C,0682,0675
0C,161B,062D,063A,0681,0675
0C,161C,062C,0638,0680,0675
0C,161D,062B,0638,067F,0673
0C,161E,062C,0639,0680,0675
0C,161F,062E,063B,0681,0676
0C,1620,062D,063B,0681,0675
0C,1621,062C,0639,0680,0674
0C,1622,062B,0637,067F,0673
0C,1623,062D,063A,0680,0674
0C,1624,062E,063B,0681,0676
0C,1625,062D,063A,0681,0676
0C,1626,062C,0638,0681,0674
0C,1627,062A,0638,0680,0673
0C,1628,062C,0639,0681,0675
0C,1629,062D,063B,0681,0675
0C,162A,062D,063A,0680,0675
0C,162B,062C,0639,0680,0674
0C,162C,062B,0638,0680,0672
0C,162D,062C,063A,0681,0674
0C,162E,062E,063B,0681,0676
0C,162F,062D,063A,0681,0675
0C,1630,062C,0639,0680,0674
0C,1631,062B,0637,067E,0673
0C,1632,062D,063A,0680,0675
0C,1633,062E,063B,0681,0676
0C,1634,062D,063A,0680,0675
0C,1635,062C,0639,0681,0674
0C,1636,062B,0638,0680,0673
0C,1637,062C,0639,0681,0675
0C,1638,062D,063A,0681,0676
0C,1639,062C,063A,0681,0675
0C,163A,062C,0638,0681,0674
0C,163B,062B,0637,067F,0673
0C,163C,062C,063A,0681,0674
0C,163D,062E,063B,0681,0675
0C,163E,062D,063B,0681,0675
0C,163F,062C,0639,0680,0674
0C,1640,062C,0637,067F,0673
0C,1641,062C,0639,0680,0674
0C,1642,062E,063C,0682,0675
0C,1643,062D,063B,0681,0674
0C,1644,062C,0638,0680,0673
0C,1645,062B,0638,0680,0672
0C,1646,062D,0639,0680,0675
0C,1647,062E,063B,0681,0676
0C,1648,062D,063A,0680,0674
0C,1649,062C,0639,0680,0674
0C,164A,062B,0637,0680,0673
0C,164B,062D,063A,0681,0674
0C,164C,062D,063B,0681,0676
0C,164D,062D,063A,0680,0676
0C,164E,062D,0639,0680,0674
0C,164F,062B,0638,067F,0673
0C,1650,062D,0639,0680,0675
0C,1651,062E,063B,0681,0675
0C,1652,062D,063A,0681,0675
0C,1653,062C,0639,0681,0674
0C,1654,062B,0638,0680,0673
0C,1655,062D,0639,0681,0675
0C,1656,062E,063B,0682,0676
0C,1657,062D,063A,0681,0675
0C,1658,062B,0638,0681,0674
0C,1659,062B,0637,0680,0673
0C,165A,062C,063A,0681,0675
0C,165B,062D,063B,0682,0676
0C,165C,062C,063A,0681,0675
0C,165D,062B,0638,0680,0674
0C,165E,062B,0638,067F,0672
0C,165F,062D,0639,0680,0675
0C,1660,062D,063B,0681,0676
0C,1661,062D,063A,0680,0674
0C,1662,062C,0639,0681,0674
0C,1663,062B,0637,067F,0673
0C,1664,062D,063A,0680,0674
0C,1665,062E,063B,0681,0676
0C,1666,062D,063A,0681,0675
0C,1667,062C,063A,0680,0673
0C,1668,062B,0638,067F,0673
0C,1669,062C,063A,0681,0674
0C,166A,062E,063C,0681,0675
0C,166B,062D,063A,0680,0675
0C,166C,062C,0639,0680,0674
0C,166D,062B,0638,067F,0672
0C,166E,062C,0639,0680,0675
0C,166F,062E,063C,0682,0675
0C,1670,062C,063B,0681,0675
0C,1671,062C,0639,0680,0673
0C,1672,062B,0638,067F,0673
0C,1673,062D,063A,0680,0674
0C,1674,062E,063B,0681,0675
0C,1675,062D,063A,0680,0675
0C,1676,062C,0638,0680,0674
0C,1677,062B,0637,067F,0673
0C,1678,062C,063A,0680,0674
0C,1679,062E,063B,0682,0676
0C,167A,062D,063A,0681,0674
0C,167B,062C,0639,0680,0674
0C,167C,062B,0637,067F,0673
0C,167D,062C,0639,0681,0675
0C,167E,062E,063B,0681,0676
0C,167F,062C,063B,0681,0675
0C,1680,062C,0639,0680,0674
0C,1681,062B,0637,067F,0673
0C,1682,062C,063A,0681,0674
0C,1683,062D,063B,0682,0675
0C,1684,062C,063A,0681,0675
0C,1685,062C,0638,0681,0674
0C,1686,062B,0638,067F,0672
0C,1687,062C,0639,0681,0675
0C,1688,062E,063B,0681,0675
0C,1689,062D,063A,0680,0674
0C,168A,062B,0638,0680,0673
0C,168B,062A,0637,0680,0673
0C,168C,062C,063A,0680,0674
0C,168D,062D,063A,0681,0676
0C,168E,062D,063A,0680,0674
0C,168F,062C,0639,0680,0674
0C,1690,062B,0637,067F,0673
0C,1691,062D,063A,0681,0674
0C,1692,062D,063B,0681,0675
0C,1693,062D,063A,0681,0675
0C,1694,062C,0638,0680,0674
0C,1695,062B,0638,067F,0672
0C,1696,062C,063A,0681,0674
0C,1697,062E,063B,0681,0676
0C,1698,062D,063A,0681,0674
0C,1699,062C,0638,0680,0673
0C,169A,062B,0638,067F,0673
0C,169B,062D,063A,0680,0674
0C,169C,062E,063B,0681,0676
0C,169D,062C,063A,0681,0675
0C,169E,062B,0638,0681,0674
0C,169F,062B,0638,067F,0672
0C,16A0,062C,063A,0681,0674
0C,16A1,062D,063B,0681,0675
0C,16A2,062D,063A,0680,0674
0C,16A3,062C,0638,0680,0673
0C,16A4,062B,0638,067F,0672
0C,16A5,062D,063A,0680,0674
0C,16A6,062E,063B,0681,0676
0C,16A7,062D,063A,0680,0674
0C,16A8,062C,0638,0680,0673
0C,16A9,062A,0637,067F,0673
0C,16AA,062D,063A,0680,0674
0C,16AB,062E,063C,0681,0675
0C,16AC,062C,063A,0681,0675
0C,16AD,062C,0639,0680,0673
0C,16AE,062B,0638,067F,0672
0C,16AF,062C,063A,0680,0674
0C,16B0,062D,063B,0681,0676
0C,16B1,062D,063A,0680,0675
0C,16B2,062C,0638,0680,0674
0C,16B3,062B,0638,067F,0672
0C,16B4,062D,063A,0681,0675
0C,16B5,062D,063B,0681,0676
0C,16B6,062D,063A,0681,0674
0C,16B7,062B,0638,0680,0674
0C,16B8,062B,0637,067F,0673
0C,16B9,062C,063A,0681,0675
0C,16BA,062E,063B,0681,0676
0C,16BB,062C,063A,0681,0675
0C,16BC,062C,0639,0681,0674
0C,16BD,062B,0637,067F,0673
0C,16BE,062D,0639,0680,0675
0C,16BF,062D,063B,0681,0675
0C,16C0,062D,063A,0680,0674
0C,16C1,062B,0639,0680,0674
0C,16C2,062B,0638,0680,0673
0C,16C3,062D,063A,0681,0675
0C,16C4,062E,063B,0681,0676
0C,16C5,062E,063B,0681,0675
0C,16C6,062C,0639,0680,0673
0C,16C7,062B,0637,067F,0673
0C,16C8,062C,063A,0681,0675
0C,16C9,062E,063B,0681,0675
0C,16CA,062D,063A,0681,0675
0C,16CB,062C,0639,0680,0674
0C,16CC,062B,0638,067F,0672
0C,16CD,062D,063A,0680,0674
0C,16CE,062E,063C,0681,0675
0C,16CF,062D,063A,0681,0675
0C,16D0,062C,0638,0680,0674
0C,16D1,062B,0637,067F,0673
0C,16D2,062C,063A,0681,0675
0C,16D3,062E,063B,0681,0676
0C,16D4,062D,063A,0681,0675
0C,16D5,062B,0638,0680,0674
0C,16D6,062B,0638,067F,0672
0C,16D7,062C,063A,0680,0674
0C,16D8,062E,063C,0681,0675
0C,16D9,062D,063A,0680,0674
0C,16DA,062C,0639,0680,0673
0C,16DB,062B,0639,0680,0672
0C,16DC,062C,063A,0681,0674
0C,16DD,062D,063B,0681,0676
0C,16DE,062D,063B,0681,0674
0C,16DF,062C,0639,0680,0673
0C,16E0,062B,0637,067F,0673
0C,16E1,062D,063A,0681,0674
0C,16E2,062E,063B,0681,0675
0C,16E3,062C,063A,0681,0675
0C,16E4,062C,0638,0680,0673
0C,16E5,062B,0638,067F,0673
0C,16E6,062D,063A,0681,0675
0C,16E7,062E,063B,0681,0675
0C,16E8,062D,063A,0681,0675
0C,16E9,062C,0639,0680,0674
0C,16EA,062A,0638,0680,0673
0C,16EB,062C,063A,0681,0675
0C,16EC,062E,063B,0681,0676
0C,16ED,062D,063A,0681,0675
0C,16EE,062C,0639,0680,0673
0C,16EF,062B,0638,067F,0672
0C,16F0,062D,063A,0681,0674
0C,16F1,062E,063B,0681,0676
0C,16F2,062D,063A,0680,0674
0C,16F3,062C,0638,0680,0673
0C,16F4,062B,0638,067F,0672
0C,16F5,062D,063A,0681,0674
0C,16F6,062D,063B,0681,0676
0C,16F7,062D,063A,0680,0675
0C,16F8,062C,0638,0680,0674
0C,16F9,062B,0638,0680,0673
0C,16FA,062D,063A,0681,0675
0C,16FB,062D,063B,0681,0675
0C,16FC,062D,063A,0681,0674
0C,16FD,062C,0639,0680,0673
0C,16FE,062B,0637,067F,0673
0C,16FF,062D,063B,0681,0675
0C,1700,062E,063B,0681,0675
0C,1701,062D,063A,0681,0674
0C,1702,062B,0639,0680,0674
0C,1703,062B,0638,067F,0672
0C,1704,062D,063A,0680,0675
0C,1705,062E,063B,0681,0676
0C,1706,062D,063A,0681,0674
0C,1707,062C,0638,0680,0673
0C,1708,062B,0637,067F,0673
0C,1709,062D,0639,0680,0675
0C,170A,062D,063B,0681,0676
0C,170B,062C,063A,0681,0675
0C,170C,062C,0639,0680,0673
0C,170D,062B,0637,067F,0673
0C,170E,062C,063A,0681,0675
0C,170F,062D,063C,0681,0675
0C,1710,062C,063A,0681,0674
0C,1711,062C,0639,0680,0673
0C,1712,062B,0638,067F,0672
0C,1713,062C,063A,0681,0675
0C,1714,062E,063B,0681,0676
0C,1715,062D,063A,0680,0675
0C,1716,062C,0638,0680,0674
0C,1717,062A,0638,0680,0673
0C,1718,062C,063A,0681,0675
0C,1719,062D,063C,0682,0675
0C,171A,062C,063A,0681,0674
0C,171B,062C,0639,0680,0673
0C,171C,062B,0638,067F,0672
0C,171D,062D,063A,0680,0674
0C,171E,062E,063D,0681,0675
0C,171F,062D,063A,0680,0674
0C,1720,062C,0639,0680,0673
0C,1721,062B,0638,0680,0672
0C,1722,062D,063A,0681,0675
0C,1723,062D,063B,0682,0676
0C,1724,062D,063B,0681,0674
0C,1725,062C,0638,0680,0673
0C,1726,062B,0637,067F,0673
0C,1727,062D,0639,0680,0675
0C,1728,062E,063A,0680,0676
0C,1729,062C,0639,0680,0675
0C,172A,062B,0638,0680,0674
0C,172B,062B,0637,067F,0673
0C,172C,062C,0639,0681,0675
0C,172D,062D,063A,0681,0676
0C,172E,062D,0639,0680,0675
0C,172F,062C,0638,0680,0674
0C,1730,062B,0638,067F,0673
0C,1731,062D,063A,0681,0675
0C,1732,062E,063C,0681,0675
0C,1733,062E,063A,0680,0675
0C,1734,062D,0638,067F,0674
0C,1735,062B,0637,067E,0673
0C,1736,062C,063A,0681,0675
0C,1737,062D,063B,0681,0675
0C,1738,062C,0639,0681,0675
0C,1739,062B,0638,0681,0674
0C,173A,062B,0637,067F,0673
0C,173B,062D,063A,0681,0675
0C,173C,062E,063B,0681,0676
0C,173D,062D,063A,0681,0675
0C,173E,062C,0639,0680,0673
0C,173F,062B,0638,067F,0672
0C,1740,062D,063B,0680,0674
0C,1741,062E,063C,0681,0675
0C,1742,062D,063B,0681,0674
0C,1743,062C,0639,0680,0673
0C,1744,062B,0638,067F,0673
0C,1745,062D,063A,0681,0675
0C,1746,062E,063C,0681,0675
0C,1747,062D,063B,0681,0674
0C,1748,062B,0639,0681,0673
0C,1749,062B,0639,0680,0672
0C,174A,062D,063B,0681,0674
0C,174B,062E,063C,0681,0675
0C,174C,062D,063B,0680,0674
0C,174D,062C,0639,0680,0674
0C,174E,062B,0637,067F,0674
0C,174F,062D,0639,0680,0675
0C,1750,062D,063A,0681,0676
0C,1751,062C,0639,0680,0675
0C,1752,062C,0637,0680,0675
0C,1753,062B,0636,067F,0674
0C,1754,062D,0639,0681,0676
0C,1755,062F,063A,0681,0677
0C,1756,062E,0638,0680,0676
0C,1757,062C,0636,067F,0675
0C,1758,062B,0637,067F,0674
0C,1759,062C,0639,0681,0676
0C,175A,062D,063A,0681,0676
0C,175B,062C,0639,0681,0676
0C,175C,062C,0637,0680,0675
0C,175D,062A,0637,0680,0674
0C,175E,062D,063A,0680,0675
0C,175F,062F,063B,0680,0675
0C,1760,062D,063A,0680,0675
0C,1761,062D,0638,0680,0674
0C,1762,062A,0637,067E,0672
0C,1763,062C,063A,0681,0674
0C,1764,062D,063C,0682,0675
0C,1765,062C,063A,0680,0674
0C,1766,062C,0639,0681,0674
0C,1767,062E,063A,0680,0674
0C,1768,0630,063B,0681,0677
0C,1769,0630,063C,0681,0677
0C,176A,062E,063B,0680,0675
0C,176B,062B,0637,067F,0673
0C,176C,0629,0636,067F,0673
0C,176D,062C,0638,0680,0675
0C,176E,062D,0639,0680,0676
0C,176F,062D,0639,0680,0676
0C,1770,062D,0638,067F,0674
0C,1771,062B,0636,067E,0673
0C,1772,062C,0639,0681,0675
0C,1773,062D,063A,0681,0675
0C,1774,062C,063A,0681,0675
0C,1775,062B,0638,0680,0673
0C,1776,062B,0638,067F,0671
0C,1777,062C,0639,0680,0674
0C,1778,062E,063C,0682,0676
0C,1779,062C,063B,0680,0674
0C,177A,062B,0639,0680,0673
0C,177B,062A,0638,067F,0672
0C,177C,062D,063C,0681,0673
0C,177D,062F,063D,0682,0675
0C,177E,062D,063B,0681,0674
0C,177F,062C,0639,0681,0673
0C,1780,062C,0639,0680,0673
0C,1781,062C,063A,0681,0674
0C,1782,062D,063B,0682,0675
0C,1783,062D,063A,0681,0674
0C,1784,062C,0638,0680,0674
0C,1785,062B,0637,067F,0673
0C,1786,062D,063A,0680,0675
0C,1787,062D,063A,0680,0675
0C,1788,062C,063A,0681,0675
0C,1789,062C,0638,0681,0674
0C,178A,062B,0638,0680,0673
0C,178B,062C,063A,0681,0675
0C,178C,062D,063B,0680,0674
0C,178D,062C,063A,0680,0674
0C,178E,062B,0639,067F,0672
0C,178F,062A,0638,067F,0671
0C,1790,062C,063A,0681,0674
0C,1791,062D,063C,0682,0675
0C,1792,062C,063B,0681,0674
0C,1793,062C,0639,0681,0674
0C,1794,062B,0638,0680,0674
0C,1795,062D,063A,0681,0675
0C,1796,062E,063B,0682,0677
0C,1797,062D,063B,0682,0676
0C,1798,062C,0639,0680,0674
0C,1799,062B,0638,0680,0674
0C,179A,062D,063A,0681,0675
0C,179B,062D,063B,0681,0675
0C,179C,062D,063A,0680,0674
0C,179D,062C,0638,0680,0673
0C,179E,062B,0638,0680,0672
0C,179F,062D,063B,0681,0674
0C,17A0,062E,063B,0681,0675
0C,17A1,062D,063A,0680,0674
0C,17A2,062C,0638,067F,0674
0C,17A3,062B,0637,067F,0673
0C,17A4,062D,0639,0680,0675
0C,17A5,062D,063A,0681,0675
0C,17A6,062C,063A,0681,0675
0C,17A7,062C,0638,0681,0674
0C,17A8,062B,0637,067F,0673
0C,17A9,062E,0639,067F,0675
0C,17AA,062F,0639,0680,0677
0C,17AB,062D,0638,067F,0676
0C,17AC,062B,0636,067F,0674
0C,17AD,062A,0637,067F,0672
0C,17AE,062C,0639,0681,0676
0C,17AF,062D,063A,0682,0676
0C,17B0,062D,063A,0681,0675
0C,17B1,062C,0639,0680,0674
0C,17B2,062B,0637,067F,0674
0C,17B3,062E,063A,0680,0675
0C,17B4,062F,063B,0681,0676
0C,17B5,062E,063A,0681,0676
0C,17B6,062C,0638,0680,0674
0C,17B7,062B,0637,067F,0673
0C,17B8,062D,063A,0681,0675
0C,17B9,062E,063B,0681,0676
0C,17BA,062D,063A,0681,0675
0C,17BB,062C,0639,0680,0674
0C,17BC,062B,0639,0680,0672
0C,17BD,062D,063B,0681,0674
0C,17BE,062D,063C,0681,0674
0C,17BF,062D,063B,0681,0673
0C,17C0,062C,063A,0680,0673
0C,17C1,062B,0639,067F,0672
0C,17C2,062C,063B,0681,0673
0C,17C3,062D,063C,0682,0675
0C,17C4,062C,063B,0681,0674
0C,17C5,062C,0638,0680,0673
0C,17C6,062C,0638,067F,0672
0C,17C7,062D,063A,0680,0675
0C,17C8,062E,063C,0681,0676
0C,17C9,062D,0639,0681,0676
0C,17CA,062C,0638,0681,0675
0C,17CB,062B,0638,0680,0674
0C,17CC,062D,063A,0681,0676
0C,17CD,062E,063B,0681,0677
0C,17CE,062E,0639,0680,0676
0C,17CF,062C,0638,0680,0674
0C,17D0,062B,0637,067F,0673
0C,17D1,062D,063A,0681,0675
0C,17D2,062E,063B,0681,0676
0C,17D3,062D,0639,0681,0675
0C,17D4,062C,0639,0680,0673
0C,17D5,062C,0638,067F,0673
0C,17D6,062D,063A,0681,0675
0C,17D7,062E,063B,0681,0676
0C,17D8,062D,063A,0680,0675
0C,17D9,062C,0638,0680,0674
0C,17DA,062A,0638,067F,0672
0C,17DB,062D,063A,0681,0674
0C,17DC,062D,063B,0681,0675
0C,17DD,062C,063A,0681,0674
0C,17DE,062C,0639,0680,0673
0C,17DF,062B,0638,0680,0672
0C,17E0,062D,063B,0681,0674
0C,17E1,062E,063C,0681,0675
0C,17E2,062E,063A,0680,0675
0C,17E3,062C,0639,0680,0674
0C,17E4,062C,0638,067F,0673
0C,17E5,062D,063A,0681,0676
0C,17E6,062D,063A,0681,0676
0C,17E7,062C,0639,0681,0675
0C,17E8,062B,0637,0681,0675
0C,17E9,062A,0636,0680,0674
0C,17EA,062D,0639,0681,0677
0C,17EB,062E,063A,0681,0677
0C,17EC,062D,063A,0681,0675
0C,17ED,062C,0639,0680,0674
0C,17EE,062C,0637,067F,0673
0C,17EF,062E,0639,0680,0675
0C,17F0,062E,063B,0681,0676
0C,17F1,062D,0639,0680,0675
0C,17F2,062B,0638,0680,0674
0C,17F3,062B,0637,0680,0673
0C,17F4,062C,0639,0681,0676
0C,17F5,062D,063B,0682,0676
0C,17F6,062D,063A,0681,0675
0C,17F7,062C,0639,0680,0674
0C,17F8,062B,0638,0680,0673
0C,17F9,062E,063B,0681,0675
0C,17FA,062E,063C,0681,0676
0C,17FB,062D,063B,0682,0675
0C,17FC,062C,0639,0681,0674
0C,17FD,062B,0638,0680,0673
0C,17FE,062D,063A,0682,0675
0C,17FF,062E,063B,0682,0676
0C,1800,062D,0639,0680,0675
0C,1801,062D,0638,0680,0675
0C,1802,062C,0638,067F,0673
0C,1803,062D,063A,0681,0676
0C,1804,062E,063B,0682,0677
0C,1805,062D,0639,0682,0677
0C,1806,062C,0637,0680,0675
0C,1807,0629,0636,0680,0674
0C,1808,062C,063A,0681,0675
0C,1809,062E,063B,0681,0675
0C,180A,062C,063A,0681,0674
0C,180B,062C,0638,0680,0673
0C,180C,062C,0638,067E,0673
0C,180D,062E,063A,0680,0675
0C,180E,062F,063B,0681,0676
0C,180F,062D,0639,0680,0675
0C,1810,062B,0637,0680,0675
0C,1811,062B,0637,0680,0674
0C,1812,062D,0638,0681,0677
0C,1813,062D,0639,0681,0677
0C,1814,062D,063A,0681,0675
0C,1815,062C,0638,0680,0674
0C,1816,062B,0638,067F,0673
0C,1817,062E,063A,0680,0675
0C,1818,062E,063B,0681,0676
0C,1819,062D,063A,0680,0675
0C,181A,062C,0638,0680,0674
0C,181B,062B,0637,067F,0673
0C,181C,062D,063A,0681,0675
0C,181D,062D,063B,0681,0675
0C,181E,062D,0639,0681,0676
0C,181F,062C,0639,0680,0674
0C,1820,062C,0638,0680,0673
0C,1821,062D,063B,0682,0675
0C,1822,062E,063C,0682,0676
0C,1823,062E,063A,0681,0675
0C,1824,062C,0639,0680,0674
0C,1825,062C,0638,067F,0673
0C,1826,062D,063B,0681,0675
0C,1827,062F,063C,0681,0676
0C,1828,062D,063A,0681,0675
0C,1829,062C,0639,0680,0674
0C,182A,062C,0638,067F,0673
0C,182B,062D,063A,0681,0675
0C,182C,062E,063C,0682,0675
0C,182D,062D,063A,0680,0674
0C,182E,062B,0638,0681,0674
0C,182F,062B,0638,0680,0674
0C,1830,062D,063A,0681,0676
0C,1831,062E,063B,0682,0677
0C,1832,062D,063A,0681,0675
0C,1833,062C,0639,0680,0674
0C,1834,062C,0637,067F,0674
0C,1835,062E,063A,0681,0675
0C,1836,062F,063B,0680,0676
0C,1837,062D,063A,0681,0676
0C,1838,062C,0639,0680,0674
0C,1839,062C,0639,0680,0673
0C,183A,062D,063A,0681,0676
0C,183B,062E,063B,0682,0676
0C,183C,062D,063A,0681,0675
0C,183D,062C,0639,0681,0674
0C,183E,062B,0638,067F,0673
0C,183F,062D,063B,0681,0675
0C,1840,062E,063C,0681,0675
0C,1841,062E,063B,0680,0674
0C,1842,062D,063A,0680,0673
0C,1843,062C,0638,067F,0673
0C,1844,062D,063B,0681,0675
0C,1845,062E,063B,0681,0676
0C,1846,062D,0639,0681,0676
0C,1847,062C,0638,0680,0675
0C,1848,062B,0637,0680,0674
0C,1849,062D,063A,0682,0676
0C,184A,062D,063B,0681,0676
0C,184B,062D,063A,0681,0675
0C,184C,062D,0639,0680,0673
0C,184D,062B,0638,067F,0673
0C,184E,062E,063B,0681,0675
0C,184F,062F,063B,0681,0676
0C,1850,062C,063A,0681,0676
0C,1851,062B,0638,0681,0674
0C,1852,062B,0637,067F,0674
0C,1853,062E,063A,0681,0676
0C,1854,062F,063B,0682,0677
0C,1855,062E,063A,0681,0676
0C,1856,062C,0638,0680,0675
0C,1857,062B,0638,067F,0674
0C,1858,062E,063A,0681,0676
0C,1859,062E,063B,0682,0677
0C,185A,062D,063A,0681,0675
0C,185B,062C,0638,0680,0674
0C,185C,062B,0637,067F,0674
0C,185D,062D,063B,0681,0675
0C,185E,062E,063B,0681,0676
0C,185F,062D,063A,0680,0674
0C,1860,062C,0639,0680,0673
0C,1861,062B,0638,067F,0673
0C,1862,062D,063B,0681,0675
0C,1863,062E,063C,0682,0676
0C,1864,062E,063A,0681,0675
0C,1865,062C,0639,0680,0674
0C,1866,062B,0639,067F,0672
0C,1867,062E,063B,0681,0675
0C,1868,062D,063B,0682,0676
0C,1869,062D,063A,0680,0675
0C,186A,062D,0638,0680,0674
0C,186B,062B,0637,0680,0674
0C,186C,062D,063A,0682,0676
0C,186D,062E,063B,0682,0676
0C,186E,062D,063A,0682,0676
0C,186F,062C,0638,0680,0674
0C,1870,062B,0637,0680,0674
0C,1871,062E,063A,0681,0676
0C,1872,062E,063B,0682,0676
0C,1873,062D,063A,0681,0675
0C,1874,062C,0639,0681,0674
0C,1875,062B,0639,0680,0673
0C,1876,062D,063A,0681,0675
0C,1877,062F,063C,0681,0676
0C,1878,062E,063B,0680,0675
0C,1879,062D,0639,0680,0674
0C,187A,062B,0637,067F,0674
0C,187B,062E,063A,0681,0676
0C,187C,062F,063B,0682,0676
0C,187D,062D,063A,0681,0675
0C,187E,062C,0639,0680,0674
0C,187F,062B,0638,067F,0673
0C,1880,062D,063A,0681,0675
0C,1881,062D,063B,0682,0676
0C,1882,062D,063A,0681,0675
0C,1883,062B,0638,0681,0674
0C,1884,062A,0638,0680,0673
0C,1885,062D,063A,0681,0675
0C,1886,062F,063C,0681,0676
0C,1887,062E,063A,0681,0675
0C,1888,062C,0638,067F,0674
0C,1889,062C,0637,067E,0674
0C,188A,062D,063A,0681,0676
0C,188B,062E,063B,0682,0676
0C,188C,062C,0639,0681,0676
0C,188D,062B,0638,0681,0675
0C,188E,062B,0638,0680,0674
0C,188F,062E,063A,0681,0676
0C,1890,062E,063B,0682,0676
0C,1891,062D,063A,0680,0675
0C,1892,062C,0638,0680,0674
0C,1893,062B,0638,0680,0673
0C,1894,062D,063A,0681,0675
0C,1895,062E,063B,0681,0675
